package,palette,length,type,novelty
soilpalettes,eutrostox,5,sequential,TRUE
soilpalettes,pywell,5,qualitative,TRUE
soilpalettes,natrudoll,5,sequential,TRUE
soilpalettes,vitrixerand,5,sequential,TRUE
soilpalettes,crait,5,sequential,TRUE
soilpalettes,gley,5,sequential,TRUE
soilpalettes,redox2,5,qualitative,TRUE
suffrager,london,4,qualitative,TRUE
suffrager,oxon,5,qualitative,TRUE
suffrager,CarolMan,4,qualitative,TRUE
suffrager,hanwell,5,qualitative,TRUE
suffrager,chelsea,5,qualitative,TRUE
suffrager,classic,2,qualitative,TRUE
tayloRswift,taylorSwift,6,qualitative,TRUE
tayloRswift,fearless,5,qualitative,TRUE
tayloRswift,speakNow,5,qualitative,TRUE
tayloRswift,speakNowLive,5,qualitative,TRUE
tayloRswift,taylorRed,5,qualitative,TRUE
tayloRswift,taylor1989,6,qualitative,TRUE
tayloRswift,reputation,6,qualitative,TRUE
tayloRswift,lover,6,qualitative,TRUE
tayloRswift,folklore,4,sequential,TRUE
tayloRswift,evermore,5,qualitative,TRUE
tayloRswift,Red,5,qualitative,TRUE
tayloRswift,midnights,5,qualitative,TRUE
tayloRswift,midnightsBloodMoon,5,qualitative,TRUE
tayloRswift,midnightsJadeGreen,6,qualitative,TRUE
tayloRswift,midnightsMahogany,5,qualitative,TRUE
tayloRswift,fearlessTV,5,qualitative,TRUE
tayloRswift,speakNowTV,6,qualitative,TRUE
tayloRswift,TS1989,6,qualitative,TRUE
tayloRswift,SunriseBoulevard1989,6,qualitative,TRUE
tayloRswift,AquamarineGreen1989,6,qualitative,TRUE
tayloRswift,RoseGardenPink1989,6,qualitative,TRUE
tayloRswift,TSTTPD,6,qualitative,TRUE
tayloRswift,TLOAS,10,qualitative,TRUE
tidyquant,tq_light,12,qualitative,FALSE
tidyquant,tq_dark,12,qualitative,FALSE
tidyquant,tq_green,12,qualitative,FALSE
trekcolors,andorian,9,sequential,TRUE
trekcolors,bajoran,6,qualitative,TRUE
trekcolors,borg,9,sequential,TRUE
trekcolors,breen,8,qualitative,TRUE
trekcolors,breen2,9,sequential,TRUE
trekcolors,dominion,7,qualitative,TRUE
trekcolors,enara,9,sequential,TRUE
trekcolors,enara2,4,qualitative,TRUE
trekcolors,ferengi,9,divergent,TRUE
trekcolors,gorn,9,qualitative,TRUE
trekcolors,iconian,9,sequential,TRUE
trekcolors,klingon,9,sequential,TRUE
trekcolors,lcars_series,31,qualitative,TRUE
trekcolors,lcars_2357,9,qualitative,TRUE
trekcolors,lcars_2369,8,qualitative,TRUE
trekcolors,lcars_2375,8,qualitative,TRUE
trekcolors,lcars_2379,8,qualitative,TRUE
trekcolors,lcars_alt,17,qualitative,TRUE
trekcolors,lcars_first_contact,8,qualitative,TRUE
trekcolors,lcars_nemesis,10,qualitative,TRUE
trekcolors,lcars_nx01,6,qualitative,TRUE
trekcolors,lcars_29c,8,qualitative,TRUE
trekcolors,lcars_23c,7,qualitative,TRUE
trekcolors,lcars_red_alert,8,qualitative,TRUE
trekcolors,lcars_cardassian,21,qualitative,TRUE
trekcolors,romulan,9,divergent,TRUE
trekcolors,romulan2,9,divergent,TRUE
trekcolors,starfleet,3,qualitative,TRUE
trekcolors,starfleet2,6,qualitative,TRUE
trekcolors,tholian,9,divergent,TRUE
trekcolors,terran,9,sequential,TRUE
trekcolors,ufp,9,sequential,TRUE
trekcolors,red_alert,6,qualitative,TRUE
trekcolors,yellow_alert,6,qualitative,TRUE
trekcolors,black_alert,5,qualitative,TRUE
tvthemes,attackOnTitan,8,qualitative,TRUE
tvthemes,FireNation,8,qualitative,TRUE
tvthemes,AirNomads,7,qualitative,TRUE
tvthemes,EarthKingdom,9,qualitative,TRUE
tvthemes,WaterTribe,8,qualitative,TRUE
tvthemes,bigHero6,8,qualitative,TRUE
tvthemes,Regular,10,qualitative,TRUE
tvthemes,Dark,9,qualitative,TRUE
tvthemes,gravityFalls,14,qualitative,TRUE
tvthemes,Day,8,qualitative,TRUE
tvthemes,Dusk,8,qualitative,TRUE
tvthemes,Night,8,qualitative,TRUE
tvthemes,kimPossible,12,qualitative,TRUE
tvthemes,parksAndRec,10,qualitative,TRUE
tvthemes,rickAndMorty,9,qualitative,TRUE
tvthemes,simpsons,10,qualitative,TRUE
tvthemes,spongeBob,9,qualitative,TRUE
tvthemes,Stark,9,qualitative,TRUE
tvthemes,Stannis,7,qualitative,TRUE
tvthemes,Lannister,6,qualitative,TRUE
tvthemes,Tyrell,9,qualitative,TRUE
tvthemes,Targaryen,5,qualitative,TRUE
tvthemes,Martell,8,qualitative,TRUE
tvthemes,Tully,6,qualitative,TRUE
tvthemes,Greyjoy,6,qualitative,TRUE
tvthemes,Manderly,7,qualitative,TRUE
tvthemes,Arryn,7,qualitative,TRUE
tvthemes,Steven,8,qualitative,TRUE
tvthemes,Garnet,9,qualitative,TRUE
tvthemes,Amethyst,6,qualitative,TRUE
tvthemes,Pearl,6,qualitative,TRUE
tvthemes,RoseQuartz,7,qualitative,TRUE
tvthemes,Peridot,7,qualitative,TRUE
tvthemes,LapisLazuli,7,qualitative,TRUE
tvthemes,Diamonds,9,qualitative,TRUE
tvthemes,Jasper,6,qualitative,TRUE
tvthemes,Topaz,6,qualitative,TRUE
tvthemes,Spinel,6,qualitative,TRUE
tvthemes,Bismuth,8,qualitative,TRUE
tvthemes,Ruby,6,qualitative,TRUE
tvthemes,Sapphire,7,qualitative,TRUE
tvthemes,Emerald,7,qualitative,TRUE
tvthemes,Nephrite,7,qualitative,TRUE
tvthemes,Aquamarine,7,qualitative,TRUE
tvthemes,Padparadscha,6,qualitative,TRUE
tvthemes,Rutile,5,qualitative,TRUE
tvthemes,Rhodonite,8,qualitative,TRUE
tvthemes,Flourite,8,qualitative,TRUE
tvthemes,MegaPearl,9,qualitative,TRUE
tvthemes,Sugilite,6,qualitative,TRUE
tvthemes,CrazyLaceAgate,7,qualitative,TRUE
tvthemes,Sardonyx,8,qualitative,TRUE
tvthemes,Alexandrite,8,qualitative,TRUE
tvthemes,SmokyQuartz,6,qualitative,TRUE
tvthemes,BluebirdAzurite,5,qualitative,TRUE
tvthemes,Sunstone,9,qualitative,TRUE
tvthemes,Opal,7,qualitative,TRUE
tvthemes,CrystalGems,12,qualitative,TRUE
unikn,pal_unikn,11,divergent,TRUE
unikn,pal_unikn_web,10,divergent,TRUE
unikn,pal_unikn_ppt,10,divergent,TRUE
unikn,pal_unikn_light,10,qualitative,TRUE
unikn,pal_unikn_dark,10,qualitative,TRUE
unikn,pal_unikn_pair,16,qualitative,TRUE
unikn,pal_unikn_pref,9,qualitative,TRUE
unikn,pal_seeblau,5,sequential,TRUE
unikn,pal_peach,5,sequential,TRUE
unikn,pal_grau,5,sequential,TRUE
unikn,pal_petrol,5,sequential,TRUE
unikn,pal_seegruen,5,sequential,TRUE
unikn,pal_karpfenblau,5,sequential,TRUE
unikn,pal_pinky,5,sequential,TRUE
unikn,pal_bordeaux,5,sequential,TRUE
unikn,pal_signal,3,qualitative,TRUE
vangogh,StarryNight,5,qualitative,TRUE
vangogh,StarryRhone,5,qualitative,TRUE
vangogh,SelfPortrait,5,qualitative,TRUE
vangogh,CafeTerrace,5,qualitative,TRUE
vangogh,Eglise,5,qualitative,TRUE
vangogh,Irises,5,qualitative,TRUE
vangogh,SunflowersMunich,5,qualitative,TRUE
vangogh,SunflowersLondon,5,qualitative,TRUE
vangogh,Rest,5,qualitative,TRUE
vangogh,Bedroom,5,qualitative,TRUE
vangogh,CafeDeNuit,5,qualitative,TRUE
vangogh,Chaise,5,qualitative,TRUE
vangogh,Shoes,5,qualitative,TRUE
vangogh,Landscape,5,qualitative,TRUE
vangogh,Cypresses,5,qualitative,TRUE
vapeplot,vaporwave,14,qualitative,TRUE
vapeplot,cool,5,qualitative,TRUE
vapeplot,crystal_pepsi,4,qualitative,TRUE
vapeplot,mallsoft,6,qualitative,TRUE
vapeplot,jazzcup,5,qualitative,TRUE
vapeplot,sunset,5,qualitative,TRUE
vapeplot,macplus,6,qualitative,TRUE
vapeplot,seapunk,5,qualitative,TRUE
vapoRwave,avanti,5,qualitative,TRUE
vapoRwave,cool,5,sequential,TRUE
vapoRwave,crystalPepsi,4,sequential,TRUE
vapoRwave,floralShoppe,8,qualitative,TRUE
vapoRwave,hotlineBling,8,qualitative,TRUE
vapoRwave,hyperBubble,7,qualitative,TRUE
vapoRwave,jazzCup,5,qualitative,TRUE
vapoRwave,jwz,8,qualitative,TRUE
vapoRwave,macPlus,6,divergent,TRUE
vapoRwave,mallSoft,6,qualitative,TRUE
vapoRwave,newRetro,9,qualitative,TRUE
vapoRwave,seaPunk,5,qualitative,TRUE
vapoRwave,sunSet,5,qualitative,TRUE
vapoRwave,vapoRwave,11,qualitative,TRUE
waRhol,skull_77,5,qualitative,TRUE
waRhol,skull_76_1,4,qualitative,TRUE
waRhol,skull_76_2,4,qualitative,TRUE
waRhol,skull_86,4,qualitative,TRUE
waRhol,marilyn_orange_62,6,qualitative,TRUE
waRhol,marilyn_green_62,6,qualitative,TRUE
waRhol,marilyn_67,4,qualitative,TRUE
waRhol,camo_87_1,4,qualitative,TRUE
waRhol,camo_87_2,4,qualitative,TRUE
waRhol,camo_87_3,4,qualitative,TRUE
waRhol,camo_87_4,4,qualitative,TRUE
waRhol,camo_87_5,4,qualitative,TRUE
waRhol,bighorn_ram_83,5,qualitative,TRUE
waRhol,basquiat_85,6,qualitative,TRUE
waRhol,the_big_c_86,4,qualitative,TRUE
werpals,cinderella,5,qualitative,TRUE
werpals,monet,6,sequential,TRUE
werpals,small_world,6,qualitative,TRUE
werpals,alice,6,qualitative,TRUE
werpals,pan,6,qualitative,TRUE
werpals,when_i_was_your_age,6,qualitative,TRUE
werpals,firefly,7,qualitative,TRUE
werpals,uyuni,10,qualitative,TRUE
werpals,okavango,10,qualitative,TRUE
werpals,lakelouise,10,qualitative,TRUE
werpals,provence,10,qualitative,TRUE
werpals,halong,10,qualitative,TRUE
werpals,vatnajokull,10,qualitative,TRUE
werpals,arashiyama,10,qualitative,TRUE
werpals,mountcook,10,qualitative,TRUE
werpals,benagil,10,qualitative,TRUE
werpals,bryce,10,qualitative,TRUE
werpals,jozi,10,qualitative,TRUE
wesanderson,BottleRocket1,7,qualitative,TRUE
wesanderson,BottleRocket2,5,qualitative,TRUE
wesanderson,Rushmore1,5,qualitative,TRUE
wesanderson,Rushmore,5,qualitative,TRUE
wesanderson,Royal1,4,qualitative,TRUE
wesanderson,Royal2,5,qualitative,TRUE
wesanderson,Zissou1,5,qualitative,TRUE
wesanderson,Darjeeling1,5,qualitative,TRUE
wesanderson,Darjeeling2,5,qualitative,TRUE
wesanderson,Chevalier1,4,qualitative,TRUE
wesanderson,FantasticFox1,5,qualitative,TRUE
wesanderson,Moonrise1,4,qualitative,TRUE
wesanderson,Moonrise2,4,qualitative,TRUE
wesanderson,Moonrise3,5,qualitative,TRUE
wesanderson,Cavalcanti1,5,qualitative,TRUE
wesanderson,GrandBudapest1,4,qualitative,TRUE
wesanderson,GrandBudapest2,4,qualitative,TRUE
wesanderson,IsleofDogs1,6,qualitative,TRUE
wesanderson,IsleofDogs2,5,qualitative,TRUE
wesanderson,Zissou1Continuous,11,qualitative,TRUE
wesanderson,FrenchDispatch,5,qualitative,TRUE
wesanderson,AsteroidCity1,5,qualitative,TRUE
wesanderson,AsteroidCity2,6,qualitative,TRUE
wesanderson,AsteroidCity3,4,qualitative,TRUE
yarrr,basel,10,qualitative,TRUE
yarrr,pony,9,qualitative,TRUE
yarrr,xmen,8,qualitative,TRUE
yarrr,decision,6,qualitative,TRUE
yarrr,southpark,6,qualitative,TRUE
yarrr,google,4,qualitative,TRUE
yarrr,eternal,7,qualitative,TRUE
yarrr,evildead,6,qualitative,TRUE
yarrr,usualsuspects,7,qualitative,TRUE
yarrr,ohbrother,7,qualitative,TRUE
yarrr,appletv,6,qualitative,TRUE
yarrr,brave,5,qualitative,TRUE
yarrr,bugs,5,qualitative,TRUE
yarrr,cars,5,qualitative,TRUE
yarrr,nemo,5,qualitative,TRUE
yarrr,rat,5,qualitative,TRUE
yarrr,up,5,qualitative,TRUE
yarrr,espresso,5,qualitative,TRUE
yarrr,ipod,7,qualitative,TRUE
yarrr,info,9,qualitative,TRUE
yarrr,info2,14,qualitative,TRUE
